svsite	Superpopulation	af	af.med
sv_1016828_0	EUR	0.299204771371769	0.400576368876081
sv_1016845_0	EUR	0.128230616302187	0.0194274028629857
sv_1016848_0	EUR	0.436381709741551	0.20040899795501
sv_101850_0	EUR	0.611332007952286	0.487031700288184
sv_101851_0	EUR	0.135188866799205	0.265129682997118
sv_1018747_0	EUR	0.0755467196819085	0.340490797546012
sv_101922_0	EUR	0.318091451292247	0.423312883435583
sv_1019291_0	EUR	0.0357852882703777	0.139769452449568
sv_1019303_0	EUR	0.104373757455268	0.329971181556196
sv_1019309_0	EUR	0.29324055666004	0.170634920634921
sv_1019328_0	EUR	0.673956262425447	0.527377521613833
sv_1019395_0	EUR	0.692842942345924	0.819884726224784
sv_1020170_0	EUR	0.58051689860835	0.706051873198847
sv_1020476_0	EUR	0.221669980119284	0.116564417177914
sv_1020477_0	EUR	0.237574552683897	0.105316973415133
sv_1020936_0	EUR	0.142147117296223	0.280163599182004
sv_1020938_0	EUR	0.325049701789264	0.492842535787321
sv_1020939_0	EUR	0.637176938369781	0.482617586912065
sv_1020953_0	EUR	0.635188866799205	0.482617586912065
sv_1020954_0	EUR	0.639165009940358	0.478527607361963
sv_1020958_0	EUR	0.350894632206759	0.489775051124744
sv_1021090_0	EUR	0.725646123260437	0.556195965417867
sv_1025304_0	EUR	0.353876739562624	0.241308793456033
sv_1025306_0	EUR	0.44234592445328	0.325648414985591
sv_1027262_0	EUR	0.73558648111332	0.561507936507937
sv_1029545_0	EUR	0.190854870775348	0.320040899795501
sv_1029546_0	EUR	0.158051689860835	0.304034582132565
sv_1029623_0	EUR	0.0516898608349901	0.192889561270802
sv_1030108_0	EUR	0.331013916500994	0.195296523517382
sv_1030116_0	EUR	0.651093439363817	0.394683026584867
sv_1032642_0	EUR	0.430417495029821	0.275340393343419
sv_1032794_0	EUR	0.0616302186878728	0.170028818443804
sv_1032809_0	EUR	0.445328031809145	0.325648414985591
sv_103283_0	EUR	0.423459244532803	0.320726172465961
sv_103287_0	EUR	0.691848906560636	0.795501022494888
sv_1033633_0	EUR	0.461232604373757	0.355907780979827
sv_1040135_0	EUR	0.451292246520875	0.585014409221902
sv_1058994_0	EUR	0.170974155069582	0.277096114519427
sv_1061586_0	EUR	0.137176938369781	0.24207492795389
sv_1062995_0	EUR	0.759443339960239	0.638036809815951
sv_1062997_0	EUR	0.291252485089463	0.426512968299712
sv_1063078_0	EUR	0.584493041749503	0.421267893660532
sv_1067880_0	EUR	0.305168986083499	0.152737752161383
sv_106821_0	EUR	0.0924453280318091	0.213701431492843
sv_106822_0	EUR	0.555666003976143	0.451942740286299
sv_1072350_0	EUR	0.223658051689861	0.325264750378215
sv_1072353_0	EUR	0.805168986083499	0.612391930835735
sv_107301_0	EUR	0.433399602385686	0.606628242074928
sv_107308_0	EUR	0.31610337972167	0.442740286298568
sv_1074030_0	EUR	0.559642147117296	0.44856278366112
sv_1074821_0	EUR	0.417495029821074	0.522692889561271
sv_1074830_0	EUR	0.106361829025845	0.208333333333333
sv_1074837_0	EUR	1.74155069582505	1.5920245398773
sv_1075978_0	EUR	0.137176938369781	0.385480572597137
sv_1075979_0	EUR	0.122266401590457	0.26657060518732
sv_1075990_0	EUR	0.0318091451292246	0.131901840490798
sv_1075995_0	EUR	0.75844930417495	0.628834355828221
sv_1076000_0	EUR	0.641153081510934	0.457055214723926
sv_1076002_0	EUR	0.635188866799205	0.487031700288184
sv_1076004_0	EUR	0.22962226640159	0.353025936599424
sv_1076013_0	EUR	0.0795228628230616	0.180115273775216
sv_1076016_0	EUR	0.0884691848906561	0.201210287443268
sv_1076019_0	EUR	0.738568588469185	0.55521472392638
sv_1076021_0	EUR	0.112326043737575	0.217791411042945
sv_1076028_0	EUR	0.220675944333996	0.332310838445808
sv_1076034_0	EUR	0.420477137176938	0.582132564841499
sv_1076038_0	EUR	0.199801192842942	0.321325648414986
sv_1076049_0	EUR	0.0636182902584493	0.185878962536023
sv_1076053_0	EUR	0.456262425447316	0.304034582132565
sv_1076061_0	EUR	0.182902584493042	0.0806916426512968
sv_1076065_0	EUR	0.333001988071571	0.217579250720461
sv_1076075_0	EUR	0.205765407554672	0.510086455331412
sv_1076079_0	EUR	0.376739562624254	0.478174603174603
sv_107613_0	EUR	0.118290258449304	0.263993948562784
sv_1079333_0	EUR	0.343936381709742	0.174351585014409
sv_1079362_0	EUR	0.108349900596421	0.351738241308793
sv_1079363_0	EUR	0.0825049701789264	0.183812405446293
sv_1079366_0	EUR	0.187872763419483	0.0470347648261759
sv_1079387_0	EUR	0.513916500994036	0.35515873015873
sv_1081188_0	EUR	0.171968190854871	0.0674603174603175
sv_1081201_0	EUR	0.39065606361829	0.289366053169734
sv_1081207_0	EUR	0.462226640159046	0.58234126984127
sv_1081234_0	EUR	0.084493041749503	0.196671709531014
sv_1081236_0	EUR	0.224652087475149	0.427953890489914
sv_1081351_0	EUR	0.394632206759443	0.55521472392638
sv_1081415_0	EUR	0.402584493041749	0.236311239193084
sv_1081433_0	EUR	0.0129224652087475	0.115079365079365
sv_1081529_0	EUR	0.305168986083499	0.160531697341513
sv_1081530_0	EUR	0.804174950298211	0.926512968299712
sv_1081531_0	EUR	0.215705765407555	0.114519427402863
sv_1081533_0	EUR	0.294234592445328	0.511247443762781
sv_1081536_0	EUR	0.0924453280318091	0.196319018404908
sv_1081537_0	EUR	0.278330019880716	0.502044989775051
sv_1081538_0	EUR	0.296222664015905	0.430470347648262
sv_1081539_0	EUR	0.18389662027833	0.378323108384458
sv_1081545_0	EUR	0.541749502982107	0.42507204610951
sv_1081552_0	EUR	0.213717693836978	0.325648414985591
sv_1081556_0	EUR	0.499005964214712	0.293456032719836
sv_1082985_0	EUR	0.718687872763419	0.579754601226994
sv_1084940_0	EUR	0.244532803180915	0.0889570552147239
sv_1084943_0	EUR	0.451292246520875	0.5835734870317
sv_1085039_0	EUR	0.479125248508946	0.600605143721634
sv_1085197_0	EUR	0.701789264413519	0.534764826175869
sv_1085258_0	EUR	0.157057654075547	0.0388548057259714
sv_1087348_0	EUR	0.374751491053678	0.517382413087935
sv_1087353_0	EUR	0.618290258449304	0.48015873015873
sv_1087623_0	EUR	0.430417495029821	0.316973415132924
sv_1087647_0	EUR	0.541749502982107	0.437627811860941
sv_1089361_0	EUR	0.779324055666004	0.67280163599182
sv_1089362_0	EUR	0.544731610337972	0.432515337423313
sv_1089396_0	EUR	0.851888667992048	0.736196319018405
sv_1090303_0	EUR	0.871769383697813	0.735173824130879
sv_1090315_0	EUR	0.112326043737575	0.220858895705521
sv_1090345_0	EUR	0.627236580516899	0.727665706051873
sv_1090366_0	EUR	0.351888667992048	0.475504322766571
sv_1090411_0	EUR	0.321073558648111	0.197406340057637
sv_1090577_0	EUR	0.701789264413519	0.595100864553314
sv_1090664_0	EUR	0.0675944333996024	0.176891615541922
sv_1093464_0	EUR	0.709741550695825	0.605187319884726
sv_1093501_0	EUR	0.583499005964215	0.465235173824131
sv_1094107_0	EUR	0.696819085487077	0.852760736196319
sv_1094200_0	EUR	0.141153081510934	0.0194274028629857
sv_1094209_0	EUR	0.480119284294235	0.677004538577912
sv_1094212_0	EUR	0.480119284294235	0.677004538577912
sv_1094215_0	EUR	0.480119284294235	0.677004538577912
sv_1094226_0	EUR	0.480119284294235	0.677004538577912
sv_1094233_0	EUR	0.480119284294235	0.677004538577912
sv_1094236_0	EUR	0.480119284294235	0.677004538577912
sv_1094250_0	EUR	0.480119284294235	0.677004538577912
sv_1094266_0	EUR	0.510934393638171	0.711043872919818
sv_1094267_0	EUR	0.510934393638171	0.711043872919818
sv_1094271_0	EUR	0.480119284294235	0.677004538577912
sv_1094272_0	EUR	0.480119284294235	0.677004538577912
sv_1094274_0	EUR	0.480119284294235	0.677004538577912
sv_1094701_0	EUR	0.489065606361829	0.360230547550432
sv_1094708_0	EUR	0.60934393638171	0.477505112474438
sv_1094861_0	EUR	0.36779324055666	0.546109510086455
sv_1094862_0	EUR	0.381709741550696	0.5835734870317
sv_1094868_0	EUR	0.0944333996023857	0.220461095100865
sv_1094869_0	EUR	0.0884691848906561	0.219020172910663
sv_1094887_0	EUR	0.665009940357853	0.433531746031746
sv_1094992_0	EUR	0.68389662027833	0.868098159509202
sv_1095043_0	EUR	0.748508946322068	0.865994236311239
sv_1095047_0	EUR	0.748508946322068	0.865994236311239
sv_1095069_0	EUR	0.0288270377733598	0.157464212678937
sv_1095148_0	EUR	0.55765407554672	0.679959100204499
sv_1095151_0	EUR	0.207753479125248	0.552147239263804
sv_1095744_0	EUR	0.623260437375746	0.739193083573487
sv_1096707_0	EUR	0.202783300198807	0.321482602118003
sv_1096743_0	EUR	0.743538767395626	0.590277777777778
sv_1096745_0	EUR	0.115308151093439	0.273827534039334
sv_1097198_0	EUR	0.393638170974155	0.253968253968254
sv_1097351_0	EUR	0.622266401590457	0.745398773006135
sv_1097354_0	EUR	0.554671968190855	0.657738095238095
sv_1097356_0	EUR	0.456262425447316	0.335378323108384
sv_1097357_0	EUR	0.403578528827038	0.278366111951589
sv_1097808_0	EUR	0.285288270377734	0.133946830265849
sv_1097813_0	EUR	0.420477137176938	0.551873198847262
sv_1098605_0	EUR	0.350894632206759	0.226928895612708
sv_1098614_0	EUR	0.39662027833002	0.512968299711816
sv_1098622_0	EUR	0.290258449304175	0.394683026584867
sv_1099564_0	EUR	0.356858846918489	0.211815561959654
sv_1099567_0	EUR	0.254473161033797	0.402862985685072
sv_1099568_0	EUR	0.12624254473161	0.278097982708934
sv_1099569_0	EUR	0.0556660039761431	0.170953101361573
sv_1099583_0	EUR	0.181908548707753	0.0792507204610951
sv_1099596_0	EUR	0.731610337972167	0.834293948126801
sv_1101165_0	EUR	0.234592445328032	0.357142857142857
sv_1101175_0	EUR	0.22962226640159	0.401840490797546
sv_1101180_0	EUR	0.437375745526839	0.5835734870317
sv_1101181_0	EUR	0.113320079522863	0.249279538904899
sv_1101239_0	EUR	0.782306163021869	0.897750511247444
sv_1101425_0	EUR	0.22962226640159	0.330265848670757
sv_1101436_0	EUR	0.447316103379722	0.564296520423601
sv_1101437_0	EUR	0.447316103379722	0.564296520423601
sv_1101438_0	EUR	0.447316103379722	0.564296520423601
sv_1101439_0	EUR	0.447316103379722	0.564296520423601
sv_1101443_0	EUR	0.422465208747515	0.621037463976945
sv_1101444_0	EUR	0.562624254473161	0.462167689161554
sv_1101452_0	EUR	0.190854870775348	0.368876080691643
sv_1101469_0	EUR	0.0755467196819085	0.18200408997955
sv_1101511_0	EUR	0.554671968190855	0.449897750511247
sv_1101512_0	EUR	0.742544731610338	0.615541922290389
sv_110239_0	EUR	0.129224652087475	0.0276073619631902
sv_1102917_0	EUR	0.354870775347913	0.149284253578732
sv_1102927_0	EUR	0.775347912524851	0.670756646216769
sv_1102976_0	EUR	0.831013916500994	0.720858895705521
sv_1102977_0	EUR	0.272365805168986	0.430470347648262
sv_110300_0	EUR	0.366799204771372	0.208933717579251
sv_1103041_0	EUR	0.127236580516899	0.319884726224784
sv_1103142_0	EUR	0.332007952286282	0.465235173824131
sv_1103195_0	EUR	0.00198807157057654	0.118759455370651
sv_1105675_0	EUR	0.533797216699801	0.363112391930836
sv_1105801_0	EUR	0.931411530815109	0.729166666666667
sv_1105818_0	EUR	0.158051689860835	0.321325648414986
sv_1105823_0	EUR	0.389662027833002	0.531697341513292
sv_1105849_0	EUR	0.461232604373757	0.581349206349206
sv_1108300_0	EUR	0.0864811133200795	0.23342939481268
sv_1108734_0	EUR	0.0417495029821074	0.145234493192133
sv_1108738_0	EUR	0.636182902584493	0.525562372188139
sv_1108742_0	EUR	0.24155069582505	0.133946830265849
sv_1108883_0	EUR	0.957256461232604	0.750511247443763
sv_1108884_0	EUR	0.0407554671968191	0.21881390593047
sv_1108906_0	EUR	0.152087475149105	0.0460122699386503
sv_1108919_0	EUR	0.871769383697813	0.721881390593047
sv_1108926_0	EUR	0.407554671968191	0.306748466257669
sv_1108928_0	EUR	0.010934393638171	0.148260211800303
sv_1109437_0	EUR	0.170974155069582	0.344580777096115
sv_1111747_0	EUR	0.885685884691849	0.756484149855908
sv_1112242_0	EUR	0.370775347912525	0.471370143149284
sv_111230_0	EUR	0.0725646123260437	0.181547619047619
sv_1112314_0	EUR	0.237574552683897	0.375
sv_111234_0	EUR	0.460238568588469	0.329243353783231
sv_1112344_0	EUR	0.906560636182903	0.720858895705521
sv_111235_0	EUR	0.715705765407555	0.521180030257186
sv_1112358_0	EUR	0.300198807157058	0.41765873015873
sv_111269_0	EUR	0.178926441351889	0.291066282420749
sv_111270_0	EUR	0.354870775347913	0.547550432276657
sv_111275_0	EUR	0.0636182902584493	0.175595238095238
sv_1112845_0	EUR	0.403578528827038	0.285276073619632
sv_1112848_0	EUR	0.415506958250497	0.283861671469741
sv_111296_0	EUR	0.421471172962227	0.321428571428571
sv_111302_0	EUR	0.546719681908549	0.668587896253602
sv_111311_0	EUR	0.00198807157057654	0.124744376278119
sv_1115048_0	EUR	0.519880715705765	0.405753968253968
sv_1115984_0	EUR	0.110337972166998	0.237752161383285
sv_1115985_0	EUR	0.116302186878728	0.246397694524496
sv_1116037_0	EUR	0.519880715705765	0.621037463976945
sv_1117238_0	EUR	0.499005964214712	0.622699386503067
sv_1119348_0	EUR	0.369781312127237	0.576399394856278
sv_112621_0	EUR	0.403578528827038	0.216768916155419
sv_112623_0	EUR	0.336978131212724	0.49079754601227
sv_112859_0	EUR	0.271371769383698	0.122699386503067
sv_112861_0	EUR	0.275347912524851	0.167146974063401
sv_112923_0	EUR	0.573558648111332	0.677914110429448
sv_112932_0	EUR	0.249502982107356	0.360940695296524
sv_1139695_0	EUR	0.541749502982107	0.651785714285714
sv_1140259_0	EUR	0.140159045725646	0.242331288343558
sv_1141368_0	EUR	0.248508946322068	0.376080691642651
sv_1141938_0	EUR	0.318091451292247	0.419062027231467
sv_1142214_0	EUR	0.825049701789264	0.61671469740634
sv_1142639_0	EUR	0.372763419483101	0.260806916426513
sv_1153240_0	EUR	0.0208747514910537	0.121037463976945
sv_1155181_0	EUR	0.368787276341948	0.220858895705521
sv_1158526_0	EUR	0.282306163021869	0.401840490797546
sv_1161555_0	EUR	0.228628230616302	0.39161554192229
sv_1161654_0	EUR	0.426441351888668	0.532719836400818
sv_1162416_0	EUR	2.64910536779324	2.87014314928425
sv_1166430_0	EUR	0.29324055666004	0.413544668587896
sv_1168427_0	EUR	0.409542743538767	0.514409221902017
sv_1168798_0	EUR	0.456262425447316	0.587934560327198
sv_1169992_0	EUR	0.653081510934394	0.753968253968254
sv_1169994_0	EUR	0.635188866799205	0.527987897125567
sv_1175166_0	EUR	0.377733598409543	0.276073619631902
sv_117556_0	EUR	0.537773359840954	0.747838616714697
sv_117558_0	EUR	0.375745526838966	0.552579365079365
sv_117559_0	EUR	0.384691848906561	0.590277777777778
sv_117562_0	EUR	0.392644135188867	0.591269841269841
sv_117564_0	EUR	0.279324055666004	0.489913544668588
sv_1175882_0	EUR	0.0357852882703777	0.144171779141104
sv_1181791_0	EUR	0.462226640159046	0.342535787321063
sv_1182463_0	EUR	0.578528827037773	0.371165644171779
sv_1182741_0	EUR	0.257455268389662	0.155619596541787
sv_1183100_0	EUR	0.619284294234592	0.463976945244957
sv_1183109_0	EUR	0.439363817097416	0.557636887608069
sv_1183187_0	EUR	0.57455268389662	0.468299711815562
sv_1183218_0	EUR	0.251491053677932	0.128834355828221
sv_1183224_0	EUR	0.84493041749503	0.744376278118609
sv_1183298_0	EUR	0.601391650099404	0.467280163599182
sv_1184143_0	EUR	0.252485089463221	0.397881996974281
sv_1184182_0	EUR	0.349900596421471	0.193251533742331
sv_1186175_0	EUR	0.610337972166998	0.487031700288184
sv_1186191_0	EUR	0.240556660039761	0.400151285930408
sv_1186254_0	EUR	0.284294234592445	0.426512968299712
sv_1186601_0	EUR	0.498011928429423	0.634005763688761
sv_1186606_0	EUR	0.460238568588469	0.318443804034582
sv_1186614_0	EUR	0.583499005964215	0.686094069529652
sv_1186745_0	EUR	0.63817097415507	0.512968299711816
sv_1186997_0	EUR	0.345924453280318	0.219020172910663
sv_1187002_0	EUR	0.388667992047714	0.286743515850144
sv_1187611_0	EUR	0.584493041749503	0.46142208774584
sv_1187614_0	EUR	0.157057654075547	0.0132924335378323
sv_1187622_0	EUR	0.797216699801193	0.606628242074928
sv_1187623_0	EUR	0.0516898608349901	0.156580937972769
sv_1187642_0	EUR	0.383697813121272	0.247443762781186
sv_1188466_0	EUR	0.148111332007952	0.263688760806916
sv_1189240_0	EUR	0.225646123260437	0.0869120654396728
sv_1189244_0	EUR	0.346918489065606	0.224206349206349
sv_1189255_0	EUR	0.0606361829025845	0.190201729106628
sv_1189619_0	EUR	0.970178926441352	0.840277777777778
sv_1189651_0	EUR	0.0437375745526839	0.146825396825397
sv_1189679_0	EUR	0.230616302186879	0.37463976945245
sv_1189683_0	EUR	0.591451292246521	0.368098159509202
sv_1189699_0	EUR	0.75844930417495	0.520172910662824
sv_1189701_0	EUR	0.710735586481113	0.474206349206349
sv_1189706_0	EUR	0.523856858846918	0.379345603271984
sv_1189713_0	EUR	0.387673956262425	0.282420749279539
sv_1189720_0	EUR	0.819085487077535	0.6359918200409
sv_1190910_0	EUR	0.159045725646123	0.345238095238095
sv_1190975_0	EUR	0.202783300198807	0.0864553314121038
sv_1190993_0	EUR	0.0606361829025845	0.18299711815562
sv_1191045_0	EUR	0.0606361829025845	0.195965417867435
sv_1191062_0	EUR	0.403578528827038	0.566468253968254
sv_1191084_0	EUR	0.349900596421471	0.214697406340058
sv_1191089_0	EUR	0.835984095427435	0.590277777777778
sv_1191146_0	EUR	0.725646123260437	0.621037463976945
sv_1191399_0	EUR	0.357852882703777	0.240634005763689
sv_1191534_0	EUR	0.128230616302187	0.256646216768916
sv_1191555_0	EUR	0.468190854870775	0.672910662824208
sv_1191770_0	EUR	0.214711729622266	0.365030674846626
sv_1191788_0	EUR	0.257455268389662	0.400151285930408
sv_1191804_0	EUR	0.144135188866799	0.265848670756646
sv_1191810_0	EUR	0.44234592445328	0.656441717791411
sv_1191910_0	EUR	0.178926441351889	0.312405446293495
sv_1191911_0	EUR	0.28727634194831	0.483358547655068
sv_1191998_0	EUR	0.142147117296223	0.25297619047619
sv_1192008_0	EUR	0.245526838966203	0.398809523809524
sv_1192317_0	EUR	0.0934393638170974	0.249488752556237
sv_1192321_0	EUR	0.884691848906561	0.783730158730159
sv_1193209_0	EUR	0.347912524850895	0.186094069529652
sv_1194012_0	EUR	0.0715705765407555	0.180115273775216
sv_1194033_0	EUR	0.911530815109344	0.758928571428571
sv_1194034_0	EUR	0.871769383697813	0.734151329243354
sv_1194037_0	EUR	0.949304174950298	0.808531746031746
sv_1194038_0	EUR	0.829025844930418	0.652737752161383
sv_1194039_0	EUR	0.909542743538767	0.757925072046109
sv_1194042_0	EUR	0.672962226640159	0.525936599423631
sv_1194044_0	EUR	0.668986083499006	0.523054755043228
sv_1194056_0	EUR	0.0675944333996024	0.188139059304703
sv_1194057_0	EUR	0.0864811133200795	0.304703476482618
sv_1194058_0	EUR	0.0834990059642147	0.300595238095238
sv_1194059_0	EUR	0.0785288270377734	0.268849206349206
sv_1194069_0	EUR	0.412524850894632	0.283861671469741
sv_1194088_0	EUR	0	0.103746397694524
sv_1194140_0	EUR	0.879721669980119	0.77521613832853
sv_1194143_0	EUR	0.209741550695825	0.0847201210287443
sv_1194152_0	EUR	0.207753479125248	0.34149855907781
sv_1194170_0	EUR	0.181908548707753	0.526584867075665
sv_1194231_0	EUR	0.110337972166998	0.293456032719836
sv_1194236_0	EUR	0.110337972166998	0.293456032719836
sv_1194265_0	EUR	0.699801192842942	0.892638036809816
sv_1194338_0	EUR	0.443339960238569	0.326175869120654
sv_1194344_0	EUR	0.668986083499006	0.544668587896254
sv_1194379_0	EUR	0.171968190854871	0.311239193083574
sv_1194479_0	EUR	0.718687872763419	0.618003025718608
sv_1194484_0	EUR	0.421471172962227	0.31700288184438
sv_1194680_0	EUR	0.50596421471173	0.668711656441718
sv_1194693_0	EUR	0.347912524850895	0.476482617586912
sv_1194694_0	EUR	0.305168986083499	0.584867075664622
sv_1194897_0	EUR	0.216699801192843	0.322766570605187
sv_1194913_0	EUR	0.388667992047714	0.523054755043228
sv_1194986_0	EUR	1.32803180914513	1.17280163599182
sv_1195184_0	EUR	0.347912524850895	0.502044989775051
sv_1195187_0	EUR	0.678926441351889	0.530259365994236
sv_1195190_0	EUR	0.357852882703777	0.795501022494888
sv_1195225_0	EUR	0.519880715705765	0.267776096822995
sv_1195227_0	EUR	0.75844930417495	0.585014409221902
sv_1195234_0	EUR	0.175944333996024	0.338293650793651
sv_1195794_0	EUR	0.113320079522863	0.368381240544629
sv_1196465_0	EUR	0.794234592445328	0.606339468302659
sv_1196474_0	EUR	0.329025844930417	0.438040345821326
sv_1196495_0	EUR	0.519880715705765	0.238275340393343
sv_1196496_0	EUR	0.340954274353877	0.190620272314675
sv_1196499_0	EUR	0.433399602385686	0.146216768916155
sv_1196505_0	EUR	0.817097415506958	0.642651296829971
sv_1196528_0	EUR	0.931411530815109	0.792507204610951
sv_1196530_0	EUR	0.509940357852883	0.371757925072046
sv_1196545_0	EUR	0.308151093439364	0.426512968299712
sv_1196565_0	EUR	0.240556660039761	0.394683026584867
sv_1196569_0	EUR	0.222664015904573	0.374233128834356
sv_1196606_0	EUR	0.569582504970179	0.462536023054755
sv_1197382_0	EUR	0.0397614314115308	0.188139059304703
sv_1197408_0	EUR	0.319085487077535	0.116564417177914
sv_1197411_0	EUR	0.422465208747515	0.257942511346445
sv_1197412_0	EUR	0.329025844930417	0.494887525562372
sv_1197440_0	EUR	0.166003976143141	0.301635991820041
sv_1197467_0	EUR	0.410536779324056	0.590778097982709
sv_1197487_0	EUR	0.68389662027833	0.557636887608069
sv_1198206_0	EUR	0.658051689860835	0.550432276657061
sv_1198724_0	EUR	0.222664015904573	0.34149855907781
sv_1198726_0	EUR	0.252485089463221	0.363112391930836
sv_1199681_0	EUR	0.0795228628230616	0.265129682997118
sv_1199683_0	EUR	0.144135188866799	0.436599423631124
sv_1199706_0	EUR	0.599403578528827	0.451008645533141
sv_1199801_0	EUR	0.314115308151093	0.468302658486708
sv_1199804_0	EUR	0.431411530815109	0.304034582132565
sv_1199808_0	EUR	0.544731610337972	0.423631123919308
sv_1199844_0	EUR	0.186878727634195	0.293456032719836
sv_1199845_0	EUR	0.15506958250497	0.265848670756646
sv_1199847_0	EUR	0.205765407554672	0.322239031770045
sv_1199866_0	EUR	0.339960238568588	0.239031770045386
sv_1199868_0	EUR	0.205765407554672	0.365994236311239
sv_1199872_0	EUR	0.619284294234592	0.386167146974063
sv_1199873_0	EUR	0.0556660039761431	0.161554192229039
sv_1199878_0	EUR	0.23558648111332	0.349693251533742
sv_1199879_0	EUR	0.47713717693837	0.594069529652352
sv_1199880_0	EUR	0.451292246520875	0.55521472392638
sv_1199885_0	EUR	0.566600397614314	0.699697428139183
sv_1200646_0	EUR	0.170974155069582	0.296829971181556
sv_1200657_0	EUR	0.260437375745527	0.140081799591002
sv_1201365_0	EUR	0.0904572564612326	0.230061349693252
sv_1203947_0	EUR	0.748508946322068	0.554755043227666
sv_1204013_0	EUR	0.1610337972167	0.0449897750511247
sv_1209969_0	EUR	0.22962226640159	0.378323108384458
sv_1209972_0	EUR	0.552683896620278	0.701388888888889
sv_1209973_0	EUR	0.240556660039761	0.362985685071575
sv_1209975_0	EUR	0.356858846918489	0.46031746031746
sv_1209980_0	EUR	0.34493041749503	0.543227665706052
sv_1209981_0	EUR	0.3220675944334	0.483640081799591
sv_1209993_0	EUR	0.697813121272366	0.325153374233129
sv_1209996_0	EUR	0.276341948310139	0.39193083573487
sv_1210015_0	EUR	0.201789264413519	0.377300613496933
sv_1210016_0	EUR	0.271371769383698	0.383435582822086
sv_1210020_0	EUR	0.901590457256461	0.739788199697428
sv_1210042_0	EUR	0.560636182902585	0.720461095100865
sv_1210072_0	EUR	0.336978131212724	0.568507157464213
sv_1210077_0	EUR	0.356858846918489	0.528818443804035
sv_1210078_0	EUR	0.265407554671968	0.15850144092219
sv_1212935_0	EUR	0.219681908548708	0.409221902017291
sv_1212936_0	EUR	0.339960238568588	0.440998487140696
sv_1212945_0	EUR	0.514910536779324	0.786298568507158
sv_1212949_0	EUR	0.418489065606362	0.53857791225416
sv_1213879_0	EUR	0.783300198807157	0.675792507204611
