type	FP	TP	FN	TP.baseline	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
DEL	0	0	11136	0	NA	0	NA	650	hgsvc	vg	HG00514	all	call	0.5
Total	12937	14368	9147	14368	0.5262	0.611	0.5654	0	hgsvc	vg	HG00514	all	geno	0.5
INS	8330	8204	5763	8204	0.4962	0.5874	0.538	0	hgsvc	vg	HG00514	all	geno	0.5
DEL	4607	6164	3384	6164	0.5723	0.6456	0.6067	0	hgsvc	vg	HG00514	all	geno	0.5
Total	11125	13325	10190	13325	0.545	0.5667	0.5556	2	hgsvc	vg	HG00514	all	geno	0.5
INS	7647	7800	6167	7800	0.505	0.5585	0.5304	2	hgsvc	vg	HG00514	all	geno	0.5
DEL	3478	5525	4023	5525	0.6137	0.5787	0.5957	2	hgsvc	vg	HG00514	all	geno	0.5
Total	10682	13050	10465	13050	0.5499	0.555	0.5524	3	hgsvc	vg	HG00514	all	geno	0.5
INS	7352	7592	6375	7592	0.508	0.5436	0.5252	3	hgsvc	vg	HG00514	all	geno	0.5
DEL	3330	5458	4090	5458	0.6211	0.5716	0.5953	3	hgsvc	vg	HG00514	all	geno	0.5
Total	9875	12494	11021	12494	0.5585	0.5313	0.5446	4	hgsvc	vg	HG00514	all	geno	0.5
INS	6692	7161	6806	7161	0.5169	0.5127	0.5148	4	hgsvc	vg	HG00514	all	geno	0.5
DEL	3183	5333	4215	5333	0.6262	0.5585	0.5904	4	hgsvc	vg	HG00514	all	geno	0.5
Total	9584	12312	11203	12312	0.5623	0.5236	0.5423	5	hgsvc	vg	HG00514	all	geno	0.5
INS	6479	7026	6941	7026	0.5203	0.503	0.5115	5	hgsvc	vg	HG00514	all	geno	0.5
DEL	3105	5286	4262	5286	0.63	0.5536	0.5893	5	hgsvc	vg	HG00514	all	geno	0.5
Total	9108	12010	11505	12010	0.5687	0.5107	0.5381	7	hgsvc	vg	HG00514	all	geno	0.5
INS	6130	6801	7166	6801	0.5259	0.4869	0.5056	7	hgsvc	vg	HG00514	all	geno	0.5
DEL	2978	5209	4339	5209	0.6363	0.5456	0.5875	7	hgsvc	vg	HG00514	all	geno	0.5
Total	8145	11342	12173	11342	0.582	0.4823	0.5275	10	hgsvc	vg	HG00514	all	geno	0.5
INS	5500	6342	7625	6342	0.5356	0.4541	0.4915	10	hgsvc	vg	HG00514	all	geno	0.5
DEL	2645	5000	4548	5000	0.654	0.5237	0.5816	10	hgsvc	vg	HG00514	all	geno	0.5
Total	7876	11153	12362	11153	0.5861	0.4743	0.5243	12	hgsvc	vg	HG00514	all	geno	0.5
INS	5311	6209	7758	6209	0.539	0.4445	0.4872	12	hgsvc	vg	HG00514	all	geno	0.5
DEL	2565	4944	4604	4944	0.6584	0.5178	0.5797	12	hgsvc	vg	HG00514	all	geno	0.5
Total	7319	10689	12826	10689	0.5936	0.4546	0.5149	14	hgsvc	vg	HG00514	all	geno	0.5
INS	4884	5882	8085	5882	0.5463	0.4211	0.4756	14	hgsvc	vg	HG00514	all	geno	0.5
DEL	2435	4807	4741	4807	0.6638	0.5035	0.5726	14	hgsvc	vg	HG00514	all	geno	0.5
Total	6096	9691	13824	9691	0.6139	0.4121	0.4932	21	hgsvc	vg	HG00514	all	geno	0.5
INS	4061	5221	8746	5221	0.5625	0.3738	0.4491	21	hgsvc	vg	HG00514	all	geno	0.5
DEL	2035	4470	5078	4470	0.6872	0.4682	0.5569	21	hgsvc	vg	HG00514	all	geno	0.5
Total	4815	8404	15111	8404	0.6358	0.3574	0.4576	27	hgsvc	vg	HG00514	all	geno	0.5
INS	3195	4399	9568	4399	0.5793	0.315	0.4081	27	hgsvc	vg	HG00514	all	geno	0.5
DEL	1620	4005	5543	4005	0.712	0.4195	0.5279	27	hgsvc	vg	HG00514	all	geno	0.5
Total	4303	7766	15749	7766	0.6435	0.3303	0.4365	35	hgsvc	vg	HG00514	all	geno	0.5
INS	2844	4053	9914	4053	0.5876	0.2902	0.3885	35	hgsvc	vg	HG00514	all	geno	0.5
DEL	1459	3713	5835	3713	0.7179	0.3889	0.5045	35	hgsvc	vg	HG00514	all	geno	0.5
Total	3556	6718	16797	6718	0.6539	0.2857	0.3977	45	hgsvc	vg	HG00514	all	geno	0.5
INS	2304	3460	10507	3460	0.6003	0.2477	0.3507	45	hgsvc	vg	HG00514	all	geno	0.5
DEL	1252	3258	6290	3258	0.7224	0.3412	0.4635	45	hgsvc	vg	HG00514	all	geno	0.5
Total	3124	6126	17389	6126	0.6623	0.2605	0.3739	50	hgsvc	vg	HG00514	all	geno	0.5
INS	2018	3120	10847	3120	0.6072	0.2234	0.3266	50	hgsvc	vg	HG00514	all	geno	0.5
DEL	1106	3006	6542	3006	0.731	0.3148	0.4401	50	hgsvc	vg	HG00514	all	geno	0.5
Total	2620	5259	18256	5259	0.6675	0.2236	0.335	60	hgsvc	vg	HG00514	all	geno	0.5
INS	1689	2709	11258	2709	0.616	0.194	0.2951	60	hgsvc	vg	HG00514	all	geno	0.5
DEL	931	2550	6998	2550	0.7325	0.2671	0.3915	60	hgsvc	vg	HG00514	all	geno	0.5
Total	2006	4075	19440	4075	0.6701	0.1733	0.2754	75	hgsvc	vg	HG00514	all	geno	0.5
INS	1278	2106	11861	2106	0.6223	0.1508	0.2428	75	hgsvc	vg	HG00514	all	geno	0.5
DEL	728	1969	7579	1969	0.7301	0.2062	0.3216	75	hgsvc	vg	HG00514	all	geno	0.5
Total	1667	3420	20095	3420	0.6723	0.1454	0.2391	90	hgsvc	vg	HG00514	all	geno	0.5
INS	1046	1776	12191	1776	0.6293	0.1272	0.2116	90	hgsvc	vg	HG00514	all	geno	0.5
DEL	621	1644	7904	1644	0.7258	0.1722	0.2784	90	hgsvc	vg	HG00514	all	geno	0.5
Total	1458	3066	20449	3066	0.6777	0.1304	0.2187	99	hgsvc	vg	HG00514	all	geno	0.5
INS	898	1563	12404	1563	0.6351	0.1119	0.1903	99	hgsvc	vg	HG00514	all	geno	0.5
DEL	560	1503	8045	1503	0.7286	0.1574	0.2589	99	hgsvc	vg	HG00514	all	geno	0.5
Total	1260	2747	20768	2747	0.6856	0.1168	0.1996	110	hgsvc	vg	HG00514	all	geno	0.5
INS	790	1385	12582	1385	0.6368	0.0992	0.1717	110	hgsvc	vg	HG00514	all	geno	0.5
DEL	470	1362	8186	1362	0.7434	0.1426	0.2393	110	hgsvc	vg	HG00514	all	geno	0.5
Total	922	2123	21392	2123	0.6972	0.0903	0.1599	133	hgsvc	vg	HG00514	all	geno	0.5
INS	583	1050	12917	1050	0.643	0.0752	0.1347	133	hgsvc	vg	HG00514	all	geno	0.5
DEL	339	1073	8475	1073	0.7599	0.1124	0.1958	133	hgsvc	vg	HG00514	all	geno	0.5
Total	596	1399	22116	1399	0.7013	0.0595	0.1097	167	hgsvc	vg	HG00514	all	geno	0.5
INS	382	694	13273	694	0.645	0.0497	0.0923	167	hgsvc	vg	HG00514	all	geno	0.5
DEL	214	705	8843	705	0.7671	0.0738	0.1346	167	hgsvc	vg	HG00514	all	geno	0.5
Total	528	1231	22284	1231	0.6998	0.0523	0.0973	180	hgsvc	vg	HG00514	all	geno	0.5
INS	341	597	13370	597	0.6365	0.0427	0.08	180	hgsvc	vg	HG00514	all	geno	0.5
DEL	187	634	8914	634	0.7722	0.0664	0.1223	180	hgsvc	vg	HG00514	all	geno	0.5
Total	211	450	23065	450	0.6808	0.0191	0.0372	250	hgsvc	vg	HG00514	all	geno	0.5
INS	133	245	13722	245	0.6481	0.0175	0.0341	250	hgsvc	vg	HG00514	all	geno	0.5
DEL	78	205	9343	205	0.7244	0.0215	0.0418	250	hgsvc	vg	HG00514	all	geno	0.5
Total	0	0	23515	0	NA	0	NA	350	hgsvc	vg	HG00514	all	geno	0.5
INS	0	0	13967	0	NA	0	NA	350	hgsvc	vg	HG00514	all	geno	0.5
DEL	0	0	9548	0	NA	0	NA	350	hgsvc	vg	HG00514	all	geno	0.5
Total	0	0	23515	0	NA	0	NA	450	hgsvc	vg	HG00514	all	geno	0.5
INS	0	0	13967	0	NA	0	NA	450	hgsvc	vg	HG00514	all	geno	0.5
DEL	0	0	9548	0	NA	0	NA	450	hgsvc	vg	HG00514	all	geno	0.5
Total	0	0	23515	0	NA	0	NA	550	hgsvc	vg	HG00514	all	geno	0.5
INS	0	0	13967	0	NA	0	NA	550	hgsvc	vg	HG00514	all	geno	0.5
DEL	0	0	9548	0	NA	0	NA	550	hgsvc	vg	HG00514	all	geno	0.5
Total	0	0	23515	0	NA	0	NA	650	hgsvc	vg	HG00514	all	geno	0.5
INS	0	0	13967	0	NA	0	NA	650	hgsvc	vg	HG00514	all	geno	0.5
DEL	0	0	9548	0	NA	0	NA	650	hgsvc	vg	HG00514	all	geno	0.5
Total	670	5899	1132	6493	0.898	0.8515	0.8741	0	hgsvc	vg	HG00514	highconf	call	0.5
INS	456	3452	815	3739	0.8833	0.821	0.851	0	hgsvc	vg	HG00514	highconf	call	0.5
DEL	214	2447	317	2754	0.9196	0.8968	0.9081	0	hgsvc	vg	HG00514	highconf	call	0.5
Total	621	5682	1402	6223	0.9015	0.8161	0.8567	2	hgsvc	vg	HG00514	highconf	call	0.5
INS	437	3330	959	3595	0.884	0.7894	0.834	2	hgsvc	vg	HG00514	highconf	call	0.5
DEL	184	2352	443	2628	0.9274	0.8557	0.8901	2	hgsvc	vg	HG00514	highconf	call	0.5
Total	593	5590	1503	6122	0.9041	0.8029	0.8505	3	hgsvc	vg	HG00514	highconf	call	0.5
INS	423	3257	1040	3514	0.8851	0.7716	0.8245	3	hgsvc	vg	HG00514	highconf	call	0.5
DEL	170	2333	463	2608	0.9321	0.8492	0.8887	3	hgsvc	vg	HG00514	highconf	call	0.5
Total	569	5364	1792	5833	0.9041	0.765	0.8288	4	hgsvc	vg	HG00514	highconf	call	0.5
INS	405	3038	1321	3233	0.8824	0.7099	0.7868	4	hgsvc	vg	HG00514	highconf	call	0.5
DEL	164	2326	471	2600	0.9341	0.8466	0.8882	4	hgsvc	vg	HG00514	highconf	call	0.5
Total	550	5294	1881	5744	0.9059	0.7533	0.8226	5	hgsvc	vg	HG00514	highconf	call	0.5
INS	389	2969	1407	3147	0.8842	0.691	0.7758	5	hgsvc	vg	HG00514	highconf	call	0.5
DEL	161	2325	474	2597	0.9352	0.8457	0.8882	5	hgsvc	vg	HG00514	highconf	call	0.5
Total	534	5168	2045	5580	0.9063	0.7318	0.8098	7	hgsvc	vg	HG00514	highconf	call	0.5
INS	375	2845	1569	2985	0.8835	0.6555	0.7526	7	hgsvc	vg	HG00514	highconf	call	0.5
DEL	159	2323	476	2595	0.9359	0.845	0.8881	7	hgsvc	vg	HG00514	highconf	call	0.5
Total	467	4852	2435	5190	0.9122	0.6807	0.7796	10	hgsvc	vg	HG00514	highconf	call	0.5
INS	341	2569	1907	2647	0.8828	0.5812	0.7009	10	hgsvc	vg	HG00514	highconf	call	0.5
DEL	126	2283	528	2543	0.9477	0.8281	0.8839	10	hgsvc	vg	HG00514	highconf	call	0.5
Total	451	4791	2505	5120	0.914	0.6715	0.7742	12	hgsvc	vg	HG00514	highconf	call	0.5
INS	328	2514	1971	2583	0.8846	0.5672	0.6912	12	hgsvc	vg	HG00514	highconf	call	0.5
DEL	123	2277	534	2537	0.9488	0.8261	0.8832	12	hgsvc	vg	HG00514	highconf	call	0.5
Total	423	4613	2711	4914	0.916	0.6445	0.7566	14	hgsvc	vg	HG00514	highconf	call	0.5
INS	309	2364	2145	2409	0.8844	0.529	0.662	14	hgsvc	vg	HG00514	highconf	call	0.5
DEL	114	2249	566	2505	0.9518	0.8157	0.8785	14	hgsvc	vg	HG00514	highconf	call	0.5
Total	361	4278	3069	4556	0.9222	0.5975	0.7252	21	hgsvc	vg	HG00514	highconf	call	0.5
INS	261	2083	2439	2115	0.8887	0.4644	0.61	21	hgsvc	vg	HG00514	highconf	call	0.5
DEL	100	2195	630	2441	0.9564	0.7949	0.8682	21	hgsvc	vg	HG00514	highconf	call	0.5
Total	314	3940	3446	4179	0.9262	0.5481	0.6887	27	hgsvc	vg	HG00514	highconf	call	0.5
INS	224	1826	2723	1831	0.8907	0.4021	0.5541	27	hgsvc	vg	HG00514	highconf	call	0.5
DEL	90	2114	723	2348	0.9592	0.7646	0.8509	27	hgsvc	vg	HG00514	highconf	call	0.5
Total	289	3652	3766	3859	0.9267	0.5061	0.6547	35	hgsvc	vg	HG00514	highconf	call	0.5
INS	204	1672	2877	1677	0.8913	0.3682	0.5211	35	hgsvc	vg	HG00514	highconf	call	0.5
DEL	85	1980	889	2182	0.9588	0.7105	0.8162	35	hgsvc	vg	HG00514	highconf	call	0.5
Total	248	3173	4307	3318	0.9275	0.4351	0.5923	45	hgsvc	vg	HG00514	highconf	call	0.5
INS	174	1404	3164	1390	0.8897	0.3052	0.4545	45	hgsvc	vg	HG00514	highconf	call	0.5
DEL	74	1769	1143	1928	0.9598	0.6278	0.7591	45	hgsvc	vg	HG00514	highconf	call	0.5
Total	230	2920	4577	3048	0.927	0.3997	0.5586	50	hgsvc	vg	HG00514	highconf	call	0.5
INS	159	1267	3297	1257	0.8885	0.276	0.4212	50	hgsvc	vg	HG00514	highconf	call	0.5
DEL	71	1653	1280	1791	0.9588	0.5832	0.7253	50	hgsvc	vg	HG00514	highconf	call	0.5
Total	195	2455	5087	2538	0.9264	0.3329	0.4898	60	hgsvc	vg	HG00514	highconf	call	0.5
INS	133	1080	3482	1072	0.8904	0.2354	0.3724	60	hgsvc	vg	HG00514	highconf	call	0.5
DEL	62	1375	1605	1466	0.9569	0.4774	0.637	60	hgsvc	vg	HG00514	highconf	call	0.5
Total	161	1869	5715	1910	0.9207	0.2505	0.3938	75	hgsvc	vg	HG00514	highconf	call	0.5
INS	106	828	3724	830	0.8865	0.1823	0.3024	75	hgsvc	vg	HG00514	highconf	call	0.5
DEL	55	1041	1991	1080	0.9498	0.3517	0.5133	75	hgsvc	vg	HG00514	highconf	call	0.5
Total	138	1503	6105	1520	0.9159	0.1993	0.3274	90	hgsvc	vg	HG00514	highconf	call	0.5
INS	94	656	3894	660	0.8747	0.1449	0.2486	90	hgsvc	vg	HG00514	highconf	call	0.5
DEL	44	847	2211	860	0.9506	0.28	0.4326	90	hgsvc	vg	HG00514	highconf	call	0.5
Total	124	1366	6251	1374	0.9168	0.1802	0.3012	99	hgsvc	vg	HG00514	highconf	call	0.5
INS	81	573	3980	574	0.8761	0.126	0.2203	99	hgsvc	vg	HG00514	highconf	call	0.5
DEL	43	793	2271	800	0.9486	0.2605	0.4088	99	hgsvc	vg	HG00514	highconf	call	0.5
Total	113	1211	6409	1216	0.9147	0.1595	0.2716	110	hgsvc	vg	HG00514	highconf	call	0.5
INS	75	496	4057	497	0.8687	0.1091	0.1939	110	hgsvc	vg	HG00514	highconf	call	0.5
DEL	38	715	2352	719	0.9495	0.2341	0.3756	110	hgsvc	vg	HG00514	highconf	call	0.5
Total	93	934	6686	939	0.9094	0.1231	0.2168	133	hgsvc	vg	HG00514	highconf	call	0.5
INS	62	359	4192	362	0.8527	0.0795	0.1454	133	hgsvc	vg	HG00514	highconf	call	0.5
DEL	31	575	2494	577	0.9488	0.1879	0.3137	133	hgsvc	vg	HG00514	highconf	call	0.5
Total	63	640	6984	641	0.9104	0.0841	0.154	167	hgsvc	vg	HG00514	highconf	call	0.5
INS	41	236	4319	235	0.852	0.0516	0.0973	167	hgsvc	vg	HG00514	highconf	call	0.5
DEL	22	404	2665	406	0.9484	0.1322	0.2321	167	hgsvc	vg	HG00514	highconf	call	0.5
Total	54	572	7050	575	0.9137	0.0754	0.1393	180	hgsvc	vg	HG00514	highconf	call	0.5
INS	36	200	4353	201	0.8475	0.0441	0.0838	180	hgsvc	vg	HG00514	highconf	call	0.5
DEL	18	372	2697	374	0.9538	0.1218	0.216	180	hgsvc	vg	HG00514	highconf	call	0.5
Total	19	207	7415	210	0.9159	0.0275	0.0534	250	hgsvc	vg	HG00514	highconf	call	0.5
INS	15	76	4479	75	0.8352	0.0165	0.0324	250	hgsvc	vg	HG00514	highconf	call	0.5
DEL	4	131	2936	135	0.9704	0.044	0.0842	250	hgsvc	vg	HG00514	highconf	call	0.5
Total	0	0	7625	0	NA	0	NA	350	hgsvc	vg	HG00514	highconf	call	0.5
INS	0	0	4554	0	NA	0	NA	350	hgsvc	vg	HG00514	highconf	call	0.5
DEL	0	0	3071	0	NA	0	NA	350	hgsvc	vg	HG00514	highconf	call	0.5
Total	0	0	7625	0	NA	0	NA	450	hgsvc	vg	HG00514	highconf	call	0.5
INS	0	0	4554	0	NA	0	NA	450	hgsvc	vg	HG00514	highconf	call	0.5
DEL	0	0	3071	0	NA	0	NA	450	hgsvc	vg	HG00514	highconf	call	0.5
Total	0	0	7625	0	NA	0	NA	550	hgsvc	vg	HG00514	highconf	call	0.5
INS	0	0	4554	0	NA	0	NA	550	hgsvc	vg	HG00514	highconf	call	0.5
DEL	0	0	3071	0	NA	0	NA	550	hgsvc	vg	HG00514	highconf	call	0.5
Total	0	0	7625	0	NA	0	NA	650	hgsvc	vg	HG00514	highconf	call	0.5
INS	0	0	4554	0	NA	0	NA	650	hgsvc	vg	HG00514	highconf	call	0.5
DEL	0	0	3071	0	NA	0	NA	650	hgsvc	vg	HG00514	highconf	call	0.5
Total	1567	4669	1707	4650	0.7487	0.7315	0.74	0	hgsvc	vg	HG00514	highconf	geno	0.5
INS	1227	2395	1269	2377	0.6612	0.6519	0.6565	0	hgsvc	vg	HG00514	highconf	geno	0.5
DEL	340	2274	438	2273	0.8699	0.8384	0.8539	0	hgsvc	vg	HG00514	highconf	geno	0.5
Total	1441	4547	1827	4530	0.7594	0.7126	0.7353	2	hgsvc	vg	HG00514	highconf	geno	0.5
INS	1162	2333	1329	2317	0.6675	0.6355	0.6511	2	hgsvc	vg	HG00514	highconf	geno	0.5
DEL	279	2214	498	2213	0.8881	0.8163	0.8507	2	hgsvc	vg	HG00514	highconf	geno	0.5
Total	1385	4489	1884	4473	0.7642	0.7036	0.7326	3	hgsvc	vg	HG00514	highconf	geno	0.5
INS	1124	2289	1372	2274	0.6707	0.6237	0.6463	3	hgsvc	vg	HG00514	highconf	geno	0.5
DEL	261	2200	512	2199	0.8939	0.8111	0.8505	3	hgsvc	vg	HG00514	highconf	geno	0.5
Total	1284	4344	2026	4331	0.7719	0.6813	0.7238	4	hgsvc	vg	HG00514	highconf	geno	0.5
INS	1029	2151	1507	2139	0.6764	0.5867	0.6284	4	hgsvc	vg	HG00514	highconf	geno	0.5
DEL	255	2193	519	2192	0.8958	0.8086	0.85	4	hgsvc	vg	HG00514	highconf	geno	0.5
Total	1232	4312	2058	4299	0.7778	0.6763	0.7235	5	hgsvc	vg	HG00514	highconf	geno	0.5
INS	980	2120	1538	2108	0.6839	0.5782	0.6266	5	hgsvc	vg	HG00514	highconf	geno	0.5
DEL	252	2192	520	2191	0.8969	0.8082	0.8502	5	hgsvc	vg	HG00514	highconf	geno	0.5
Total	1162	4249	2121	4236	0.7853	0.6664	0.721	7	hgsvc	vg	HG00514	highconf	geno	0.5
INS	913	2058	1600	2046	0.6927	0.5612	0.6201	7	hgsvc	vg	HG00514	highconf	geno	0.5
DEL	249	2191	521	2190	0.898	0.8078	0.8505	7	hgsvc	vg	HG00514	highconf	geno	0.5
Total	1006	4030	2336	4021	0.8002	0.6325	0.7065	10	hgsvc	vg	HG00514	highconf	geno	0.5
