type	FP	TP	FN	TP.baseline	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
INS	0	2194	5089	2192	1	0.3011	0.4628	110	giab6_hg37	giab_graph	HG002	all	call	0.5
DEL	0	2209	3260	2204	1	0.4034	0.5749	110	giab6_hg37	giab_graph	HG002	all	call	0.5
Total	0	3767	8981	3764	1	0.2953	0.456	133	giab6_hg37	giab_graph	HG002	all	call	0.5
INS	0	1856	5425	1856	1	0.2549	0.4062	133	giab6_hg37	giab_graph	HG002	all	call	0.5
DEL	0	1911	3556	1908	1	0.3492	0.5176	133	giab6_hg37	giab_graph	HG002	all	call	0.5
Total	0	3256	9491	3254	1	0.2553	0.4068	167	giab6_hg37	giab_graph	HG002	all	call	0.5
INS	0	1550	5731	1550	1	0.2129	0.3511	167	giab6_hg37	giab_graph	HG002	all	call	0.5
DEL	0	1706	3760	1704	1	0.3119	0.4755	167	giab6_hg37	giab_graph	HG002	all	call	0.5
Total	0	3109	9638	3107	1	0.2438	0.392	180	giab6_hg37	giab_graph	HG002	all	call	0.5
INS	0	1465	5816	1465	1	0.2012	0.335	180	giab6_hg37	giab_graph	HG002	all	call	0.5
DEL	0	1644	3822	1642	1	0.3005	0.4621	180	giab6_hg37	giab_graph	HG002	all	call	0.5
Total	0	2125	10621	2124	1	0.1667	0.2858	250	giab6_hg37	giab_graph	HG002	all	call	0.5
INS	0	936	6345	936	1	0.1286	0.2279	250	giab6_hg37	giab_graph	HG002	all	call	0.5
DEL	0	1189	4276	1188	1	0.2174	0.3572	250	giab6_hg37	giab_graph	HG002	all	call	0.5
Total	0	0	12745	0	NA	0	NA	350	giab6_hg37	giab_graph	HG002	all	call	0.5
INS	0	0	7281	0	NA	0	NA	350	giab6_hg37	giab_graph	HG002	all	call	0.5
DEL	0	0	5464	0	NA	0	NA	350	giab6_hg37	giab_graph	HG002	all	call	0.5
Total	0	0	12745	0	NA	0	NA	450	giab6_hg37	giab_graph	HG002	all	call	0.5
INS	0	0	7281	0	NA	0	NA	450	giab6_hg37	giab_graph	HG002	all	call	0.5
DEL	0	0	5464	0	NA	0	NA	450	giab6_hg37	giab_graph	HG002	all	call	0.5
Total	0	0	12745	0	NA	0	NA	550	giab6_hg37	giab_graph	HG002	all	call	0.5
INS	0	0	7281	0	NA	0	NA	550	giab6_hg37	giab_graph	HG002	all	call	0.5
DEL	0	0	5464	0	NA	0	NA	550	giab6_hg37	giab_graph	HG002	all	call	0.5
Total	0	0	12745	0	NA	0	NA	650	giab6_hg37	giab_graph	HG002	all	call	0.5
INS	0	0	7281	0	NA	0	NA	650	giab6_hg37	giab_graph	HG002	all	call	0.5
DEL	0	0	5464	0	NA	0	NA	650	giab6_hg37	giab_graph	HG002	all	call	0.5
Total	1950	8675	4070	8675	0.8165	0.6807	0.7424	0	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	1377	4723	2558	4723	0.7743	0.6487	0.706	0	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	573	3952	1512	3952	0.8734	0.7233	0.7913	0	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	1843	8521	4224	8521	0.8222	0.6686	0.7375	2	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	1324	4662	2619	4662	0.7788	0.6403	0.7028	2	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	519	3859	1605	3859	0.8815	0.7063	0.7842	2	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	1764	8457	4288	8457	0.8274	0.6636	0.7365	3	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	1272	4621	2660	4621	0.7842	0.6347	0.7016	3	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	492	3836	1628	3836	0.8863	0.702	0.7835	3	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	1697	8332	4413	8332	0.8308	0.6537	0.7317	4	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	1218	4518	2763	4518	0.7877	0.6205	0.6942	4	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	479	3814	1650	3814	0.8884	0.698	0.7818	4	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	1664	8291	4454	8291	0.8328	0.6505	0.7304	5	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	1194	4489	2792	4489	0.7899	0.6165	0.6925	5	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	470	3802	1662	3802	0.89	0.6958	0.781	5	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	1625	8217	4528	8217	0.8349	0.6447	0.7276	7	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	1161	4433	2848	4433	0.7925	0.6088	0.6886	7	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	464	3784	1680	3784	0.8908	0.6925	0.7792	7	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	1482	8018	4727	8018	0.844	0.6291	0.7209	10	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	1066	4282	2999	4282	0.8007	0.5881	0.6781	10	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	416	3736	1728	3736	0.8998	0.6837	0.777	10	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	1433	7956	4789	7956	0.8474	0.6242	0.7189	12	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	1031	4241	3040	4241	0.8044	0.5825	0.6757	12	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	402	3715	1749	3715	0.9024	0.6799	0.7755	12	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	1345	7810	4935	7810	0.8531	0.6128	0.7133	14	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	967	4136	3145	4136	0.8105	0.5681	0.668	14	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	378	3674	1790	3674	0.9067	0.6724	0.7722	14	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	1152	7482	5263	7482	0.8666	0.5871	0.7	21	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	840	3910	3371	3910	0.8232	0.537	0.65	21	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	312	3572	1892	3572	0.9197	0.6537	0.7642	21	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	975	7182	5563	7182	0.8805	0.5635	0.6872	27	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	715	3717	3564	3717	0.8387	0.5105	0.6347	27	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	260	3465	1999	3465	0.9302	0.6342	0.7542	27	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	898	6945	5800	6945	0.8855	0.5449	0.6746	35	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	665	3556	3725	3556	0.8425	0.4884	0.6183	35	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	233	3389	2075	3389	0.9357	0.6202	0.746	35	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	754	6558	6187	6558	0.8969	0.5146	0.654	45	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	562	3311	3970	3311	0.8549	0.4547	0.5937	45	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	192	3247	2217	3247	0.9442	0.5943	0.7295	45	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	685	6357	6388	6357	0.9027	0.4988	0.6425	50	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	517	3190	4091	3190	0.8605	0.4381	0.5806	50	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	168	3167	2297	3167	0.9496	0.5796	0.7198	50	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	597	6024	6721	6024	0.9098	0.4727	0.6222	60	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	453	2971	4310	2971	0.8677	0.408	0.555	60	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	144	3053	2411	3053	0.955	0.5587	0.705	60	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	486	5420	7325	5420	0.9177	0.4253	0.5812	75	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	371	2623	4658	2623	0.8761	0.3603	0.5106	75	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	115	2797	2667	2797	0.9605	0.5119	0.6679	75	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	415	4866	7879	4866	0.9214	0.3818	0.5399	90	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	316	2348	4933	2348	0.8814	0.3225	0.4722	90	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	99	2518	2946	2518	0.9622	0.4608	0.6232	90	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	381	4518	8227	4518	0.9222	0.3545	0.5121	99	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	294	2176	5105	2176	0.881	0.2989	0.4464	99	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	87	2342	3122	2342	0.9642	0.4286	0.5934	99	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	350	4045	8700	4045	0.9204	0.3174	0.472	110	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	271	1915	5366	1915	0.876	0.263	0.4045	110	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	79	2130	3334	2130	0.9642	0.3898	0.5552	110	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	276	3485	9260	3485	0.9266	0.2734	0.4222	133	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	221	1629	5652	1629	0.8805	0.2237	0.3568	133	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	55	1856	3608	1856	0.9712	0.3397	0.5033	133	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	192	3064	9681	3064	0.941	0.2404	0.383	167	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	157	1393	5888	1393	0.8987	0.1913	0.3155	167	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	35	1671	3793	1671	0.9795	0.3058	0.4661	167	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	175	2933	9812	2933	0.9437	0.2301	0.37	180	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	143	1321	5960	1321	0.9023	0.1814	0.3021	180	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	32	1612	3852	1612	0.9805	0.295	0.4535	180	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	95	2028	10717	2028	0.9553	0.1591	0.2728	250	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	85	849	6432	849	0.909	0.1166	0.2067	250	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	10	1179	4285	1179	0.9916	0.2158	0.3545	250	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	0	0	12745	0	NA	0	NA	350	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	0	0	7281	0	NA	0	NA	350	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	0	0	5464	0	NA	0	NA	350	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	0	0	12745	0	NA	0	NA	450	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	0	0	7281	0	NA	0	NA	450	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	0	0	5464	0	NA	0	NA	450	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	0	0	12745	0	NA	0	NA	550	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	0	0	7281	0	NA	0	NA	550	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	0	0	5464	0	NA	0	NA	550	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	0	0	12745	0	NA	0	NA	650	giab6_hg37	giab_graph	HG002	all	geno	0.5
INS	0	0	7281	0	NA	0	NA	650	giab6_hg37	giab_graph	HG002	all	geno	0.5
DEL	0	0	5464	0	NA	0	NA	650	giab6_hg37	giab_graph	HG002	all	geno	0.5
Total	0	8438	1270	8413	1	0.8688	0.9298	0	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	4776	686	4757	1	0.874	0.9328	0	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	3662	584	3656	1	0.8623	0.9261	0	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	8286	1422	8261	1	0.8531	0.9207	2	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	4704	758	4685	1	0.8607	0.9251	2	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	3582	664	3576	1	0.8434	0.915	2	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	8178	1528	8155	1	0.8422	0.9143	3	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	4637	824	4619	1	0.8486	0.9181	3	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	3541	704	3536	1	0.834	0.9095	3	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	8061	1641	8042	1	0.8305	0.9074	4	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	4541	916	4527	1	0.8317	0.9081	4	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	3520	725	3515	1	0.829	0.9065	4	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	8023	1679	8004	1	0.8266	0.9051	5	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	4515	942	4501	1	0.8269	0.9052	5	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	3508	737	3503	1	0.8262	0.9048	5	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	7949	1752	7931	1	0.8191	0.9006	7	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	4454	1002	4441	1	0.8159	0.8986	7	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	3495	750	3490	1	0.8231	0.903	7	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	7716	1984	7699	1	0.7951	0.8859	10	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	4281	1174	4269	1	0.7843	0.8791	10	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	3435	810	3430	1	0.809	0.8944	10	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	7637	2063	7620	1	0.7869	0.8807	12	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	4226	1229	4214	1	0.7742	0.8727	12	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	3411	834	3406	1	0.8033	0.8909	12	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	7472	2228	7455	1	0.7699	0.87	14	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	4107	1348	4095	1	0.7523	0.8586	14	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	3365	880	3360	1	0.7925	0.8842	14	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	7118	2580	7103	1	0.7336	0.8463	21	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	3862	1591	3852	1	0.7077	0.8288	21	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	3256	989	3251	1	0.7667	0.8679	21	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	6781	2914	6769	1	0.6991	0.8229	27	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	3629	1823	3620	1	0.6651	0.7989	27	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	3152	1091	3149	1	0.7427	0.8524	27	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	6533	3161	6522	1	0.6736	0.805	35	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	3455	1996	3447	1	0.6333	0.7755	35	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	3078	1165	3075	1	0.7252	0.8407	35	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	6148	3543	6140	1	0.6341	0.7761	45	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	3189	2259	3184	1	0.585	0.7382	45	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	2959	1284	2956	1	0.6972	0.8216	45	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	5961	3729	5954	1	0.6149	0.7615	50	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	3071	2376	3067	1	0.5635	0.7208	50	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	2890	1353	2887	1	0.6809	0.8102	50	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	5631	4058	5625	1	0.5809	0.7349	60	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	2853	2593	2850	1	0.5236	0.6873	60	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	2778	1465	2775	1	0.6545	0.7912	60	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	5060	4628	5055	1	0.522	0.6859	75	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	2520	2926	2517	1	0.4624	0.6324	75	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	2540	1702	2538	1	0.5986	0.7489	75	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	4522	5163	4520	1	0.4668	0.6365	90	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	2242	3202	2241	1	0.4117	0.5833	90	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	2280	1961	2279	1	0.5375	0.6992	90	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	4193	5491	4192	1	0.4329	0.6042	99	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	2079	3364	2079	1	0.382	0.5528	99	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	2114	2127	2113	1	0.4983	0.6652	99	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	3760	5924	3759	1	0.3882	0.5593	110	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	1841	3602	1841	1	0.3382	0.5055	110	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	1919	2322	1918	1	0.4524	0.623	110	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	3233	6451	3232	1	0.3338	0.5005	133	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	1563	3880	1563	1	0.2872	0.4462	133	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	1670	2571	1669	1	0.3936	0.5649	133	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	2831	6852	2831	1	0.2924	0.4525	167	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	1324	4119	1324	1	0.2432	0.3912	167	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	1507	2733	1507	1	0.3554	0.5244	167	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	2714	6969	2714	1	0.2803	0.4379	180	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	1258	4185	1258	1	0.2311	0.3754	180	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	1456	2784	1456	1	0.3434	0.5112	180	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	1873	7810	1873	1	0.1934	0.3241	250	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	806	4637	806	1	0.1481	0.258	250	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	1067	3173	1067	1	0.2517	0.4022	250	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	0	9683	0	NA	0	NA	350	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	0	5443	0	NA	0	NA	350	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	0	4240	0	NA	0	NA	350	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	0	9683	0	NA	0	NA	450	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	0	5443	0	NA	0	NA	450	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	0	4240	0	NA	0	NA	450	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	0	9683	0	NA	0	NA	550	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	0	5443	0	NA	0	NA	550	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	0	4240	0	NA	0	NA	550	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	0	0	9683	0	NA	0	NA	650	giab6_hg37	giab_graph	HG002	highconf	call	0.5
INS	0	0	5443	0	NA	0	NA	650	giab6_hg37	giab_graph	HG002	highconf	call	0.5
DEL	0	0	4240	0	NA	0	NA	650	giab6_hg37	giab_graph	HG002	highconf	call	0.5
Total	1272	7156	2527	7156	0.8491	0.739	0.7902	0	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	938	3829	1614	3829	0.8032	0.7035	0.7501	0	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	334	3327	913	3327	0.9088	0.7847	0.8422	0	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	1221	7055	2628	7055	0.8525	0.7286	0.7857	2	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	909	3786	1657	3786	0.8064	0.6956	0.7469	2	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
DEL	312	3269	971	3269	0.9129	0.771	0.836	2	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
Total	1158	7010	2673	7010	0.8582	0.7239	0.7853	3	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
INS	871	3757	1686	3757	0.8118	0.6902	0.7461	3	giab6_hg37	giab_graph	HG002	highconf	geno	0.5
